ref,title,listingKind,propertyType,area,city,compound,price,rentPrice,rentPeriod,currency,unitAreaSqm,bedrooms,bathrooms,finish,furnished,availability,status,deliveryDate,isAssignment,downPaymentPaid,isFeatured,address,description
CAIRO-CA-079-03,155 sqm retail in Cairo Canal,sale,retail,New Cairo,New Cairo,Cairo Canal,17600000,,,EGP,155,0,2,finished,False,available,active,2029-01-27,False,,True,"Cairo Canal, New Cairo","Retail for sale in Cairo Canal. 155 sqm, finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2029-01-27."
TRIO-GAR-080-01,85 sqm apartment in Trio Gardens - 2 BR,sale,apartment,New Capital,New Capital,Trio Gardens,5800000,,,EGP,85,2,2,finished,True,available,active,2028-04-21,False,,True,"Trio Gardens, New Capital","Apartment for sale in Trio Gardens. 85 sqm, finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-04-21."
TRIO-GAR-080-02,135 sqm apartment in Trio Gardens - 3 BR,sale,apartment,New Capital,New Capital,Trio Gardens,9350000,,,EGP,135,3,2,semi_finished,True,available,active,2028-05-26,False,,True,"Trio Gardens, New Capital","Apartment for sale in Trio Gardens. 135 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-05-26."
TRIO-GAR-080-03,205 sqm townhouse in Trio Gardens - 3 BR,sale,townhouse,New Capital,New Capital,Trio Gardens,9150000,,,EGP,205,3,3,semi_finished,False,available,active,2028-08-15,False,,True,"Trio Gardens, New Capital","Townhouse for sale in Trio Gardens. 205 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-08-15."
CATALAN-081-01,95 sqm apartment in Catalan - 2 BR,sale,apartment,New Capital,New Capital,Catalan,6750000,,,EGP,95,2,2,fully_finished,False,available,active,2027-08-24,False,,True,"Catalan, New Capital","Apartment for sale in Catalan. 95 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-08-24."
CATALAN-081-02,155 sqm apartment in Catalan - 3 BR,sale,apartment,New Capital,New Capital,Catalan,11400000,,,EGP,155,3,2,fully_finished,True,available,active,2027-09-10,False,,True,"Catalan, New Capital","Apartment for sale in Catalan. 155 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-09-10."
CATALAN-081-03,210 sqm townhouse in Catalan - 3 BR,sale,townhouse,New Capital,New Capital,Catalan,12350000,,,EGP,210,3,3,semi_finished,True,available,active,2027-07-10,False,,True,"Catalan, New Capital","Townhouse for sale in Catalan. 210 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-07-10."
CAIRO-HO-082-01,80 sqm office in Cairo House,sale,office,New Capital,New Capital,Cairo House,6800000,,,EGP,80,0,1,finished,False,available,active,2028-07-03,False,,True,"Cairo House, New Capital","Office for sale in Cairo House. 80 sqm, finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2028-07-03."
CAIRO-HO-082-02,125 sqm office in Cairo House,sale,office,New Capital,New Capital,Cairo House,6900000,,,EGP,125,0,2,semi_finished,True,available,active,2028-10-24,False,,True,"Cairo House, New Capital","Office for sale in Cairo House. 125 sqm, semi finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2028-10-24."
CAIRO-HO-082-03,205 sqm retail in Cairo House,sale,retail,New Capital,New Capital,Cairo House,13700000,,,EGP,205,0,2,semi_finished,False,available,active,2028-03-06,False,,True,"Cairo House, New Capital","Retail for sale in Cairo House. 205 sqm, semi finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2028-03-06."
WESTVIEW-083-01,105 sqm apartment in Westview - 2 BR,sale,apartment,West Cairo,West Cairo,Westview,5800000,,,EGP,105,2,2,semi_finished,False,available,active,2029-04-08,False,,True,"Westview, West Cairo","Apartment for sale in Westview. 105 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-04-08."
WESTVIEW-083-02,155 sqm apartment in Westview - 3 BR,sale,apartment,West Cairo,West Cairo,Westview,10000000,,,EGP,155,3,2,semi_finished,True,available,active,2029-10-05,False,,True,"Westview, West Cairo","Apartment for sale in Westview. 155 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-10-05."
WESTVIEW-083-03,220 sqm townhouse in Westview - 3 BR,sale,townhouse,West Cairo,West Cairo,Westview,14850000,,,EGP,220,3,3,semi_finished,False,available,active,2029-06-11,False,,True,"Westview, West Cairo","Townhouse for sale in Westview. 220 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-06-11."
RAIHANA-084-01,85 sqm apartment in Raihana - 2 BR,sale,apartment,New Cairo,New Cairo,Raihana,6600000,,,EGP,85,2,2,semi_finished,True,available,active,2028-02-17,False,,True,"Raihana, New Cairo","Apartment for sale in Raihana. 85 sqm, semi finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-02-17."
RAIHANA-084-02,155 sqm apartment in Raihana - 3 BR,sale,apartment,New Cairo,New Cairo,Raihana,12700000,,,EGP,155,3,2,fully_finished,False,available,active,2028-03-29,False,,True,"Raihana, New Cairo","Apartment for sale in Raihana. 155 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-03-29."
RAIHANA-084-03,220 sqm townhouse in Raihana - 3 BR,sale,townhouse,New Cairo,New Cairo,Raihana,18350000,,,EGP,220,3,3,finished,True,available,active,2028-01-01,False,,True,"Raihana, New Cairo","Townhouse for sale in Raihana. 220 sqm, finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-01-01."
ELEVEN-085-01,95 sqm apartment in Eleven - 2 BR,sale,apartment,New Capital,New Capital,Eleven,7600000,,,EGP,95,2,2,fully_finished,False,available,active,2028-11-11,False,,True,"Eleven, New Capital","Apartment for sale in Eleven. 95 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-11-11."
ELEVEN-085-02,105 sqm office in Eleven,sale,office,New Capital,New Capital,Eleven,6600000,,,EGP,105,0,1,fully_finished,True,available,active,2028-06-22,False,,True,"Eleven, New Capital","Office for sale in Eleven. 105 sqm, fully finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2028-06-22."
ELEVEN-085-03,170 sqm retail in Eleven,sale,retail,New Capital,New Capital,Eleven,11300000,,,EGP,170,0,2,fully_finished,True,available,active,2028-05-11,False,,True,"Eleven, New Capital","Retail for sale in Eleven. 170 sqm, fully finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2028-05-11."
JOULZ-086-01,85 sqm apartment in Joulz - 2 BR,sale,apartment,West Cairo,West Cairo,Joulz,5550000,,,EGP,85,2,2,finished,False,available,active,2029-04-15,False,,True,"Joulz, West Cairo","Apartment for sale in Joulz. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-04-15."
JOULZ-086-02,145 sqm apartment in Joulz - 3 BR,sale,apartment,West Cairo,West Cairo,Joulz,7750000,,,EGP,145,3,2,semi_finished,False,available,active,2028-10-18,False,,True,"Joulz, West Cairo","Apartment for sale in Joulz. 145 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-10-18."
JOULZ-086-03,220 sqm townhouse in Joulz - 3 BR,sale,townhouse,West Cairo,West Cairo,Joulz,12950000,,,EGP,220,3,3,finished,False,available,active,2028-12-13,False,,True,"Joulz, West Cairo","Townhouse for sale in Joulz. 220 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-12-13."
THE-LANE-087-01,95 sqm apartment in The Lane - 2 BR,sale,apartment,New Capital,New Capital,The Lane,6700000,,,EGP,95,2,2,fully_finished,False,available,active,2030-08-14,False,,True,"The Lane, New Capital","Apartment for sale in The Lane. 95 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2030-08-14."
THE-LANE-087-02,145 sqm apartment in The Lane - 3 BR,sale,apartment,New Capital,New Capital,The Lane,9750000,,,EGP,145,3,2,semi_finished,True,available,active,2030-05-01,False,,True,"The Lane, New Capital","Apartment for sale in The Lane. 145 sqm, semi finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2030-05-01."
THE-LANE-087-03,205 sqm townhouse in The Lane - 3 BR,sale,townhouse,New Capital,New Capital,The Lane,14150000,,,EGP,205,3,3,fully_finished,False,available,active,2030-01-08,False,,True,"The Lane, New Capital","Townhouse for sale in The Lane. 205 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2030-01-08."
EASTVILL-088-01,100 sqm apartment in Eastville - 2 BR,sale,apartment,New Cairo,New Cairo,Eastville,9150000,,,EGP,100,2,2,semi_finished,False,available,active,2029-09-05,False,,True,"Eastville, New Cairo","Apartment for sale in Eastville. 100 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-09-05."
EASTVILL-088-02,135 sqm apartment in Eastville - 3 BR,sale,apartment,New Cairo,New Cairo,Eastville,9750000,,,EGP,135,3,2,semi_finished,False,available,active,2029-12-01,False,,True,"Eastville, New Cairo","Apartment for sale in Eastville. 135 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-12-01."
EASTVILL-088-03,215 sqm townhouse in Eastville - 3 BR,sale,townhouse,New Cairo,New Cairo,Eastville,22150000,,,EGP,215,3,3,semi_finished,True,available,active,2029-07-14,False,,True,"Eastville, New Cairo","Townhouse for sale in Eastville. 215 sqm, semi finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-07-14."
NILE-BOU-089-01,70 sqm office in Nile Boulevard,sale,office,New Capital,New Capital,Nile Boulevard,3300000,,,EGP,70,0,1,fully_finished,False,available,active,2028-12-30,False,,True,"Nile Boulevard, New Capital","Office for sale in Nile Boulevard. 70 sqm, fully finished, unfurnished, 0 bedrooms, 1 bathroom. Delivery: 2028-12-30."
NILE-BOU-089-02,140 sqm office in Nile Boulevard,sale,office,New Capital,New Capital,Nile Boulevard,10750000,,,EGP,140,0,2,fully_finished,True,available,active,2029-02-16,False,,True,"Nile Boulevard, New Capital","Office for sale in Nile Boulevard. 140 sqm, fully finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2029-02-16."
NILE-BOU-089-03,190 sqm retail in Nile Boulevard,sale,retail,New Capital,New Capital,Nile Boulevard,18300000,,,EGP,190,0,2,semi_finished,True,available,active,2029-04-27,False,,True,"Nile Boulevard, New Capital","Retail for sale in Nile Boulevard. 190 sqm, semi finished, furnished, 0 bedrooms, 2 bathrooms. Delivery: 2029-04-27."
RIVAN-090-01,100 sqm apartment in Rivan - 2 BR,sale,apartment,New Capital,New Capital,Rivan,4750000,,,EGP,100,2,2,fully_finished,False,available,active,2028-05-12,False,,True,"Rivan, New Capital","Apartment for sale in Rivan. 100 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-05-12."
RIVAN-090-02,145 sqm apartment in Rivan - 3 BR,sale,apartment,New Capital,New Capital,Rivan,10500000,,,EGP,145,3,2,fully_finished,False,available,active,2028-04-30,False,,True,"Rivan, New Capital","Apartment for sale in Rivan. 145 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-04-30."
RIVAN-090-03,225 sqm townhouse in Rivan - 3 BR,sale,townhouse,New Capital,New Capital,Rivan,11450000,,,EGP,225,3,3,semi_finished,False,available,active,2028-09-16,False,,True,"Rivan, New Capital","Townhouse for sale in Rivan. 225 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-09-16."
ROCK-CAP-091-01,80 sqm office in Rock Capital 1,sale,office,New Capital,New Capital,Rock Capital 1,5950000,,,EGP,80,0,1,finished,True,available,active,2027-09-13,False,,True,"Rock Capital 1, New Capital","Office for sale in Rock Capital 1. 80 sqm, finished, furnished, 0 bedrooms, 1 bathroom. Delivery: 2027-09-13."
ROCK-CAP-091-02,125 sqm office in Rock Capital 1,sale,office,New Capital,New Capital,Rock Capital 1,9250000,,,EGP,125,0,2,semi_finished,False,available,active,2027-09-21,False,,True,"Rock Capital 1, New Capital","Office for sale in Rock Capital 1. 125 sqm, semi finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2027-09-21."
ROCK-CAP-091-03,210 sqm retail in Rock Capital 1,sale,retail,New Capital,New Capital,Rock Capital 1,18200000,,,EGP,210,0,2,fully_finished,False,available,active,2027-10-28,False,,True,"Rock Capital 1, New Capital","Retail for sale in Rock Capital 1. 210 sqm, fully finished, unfurnished, 0 bedrooms, 2 bathrooms. Delivery: 2027-10-28."
AVENUE-9-092-01,95 sqm apartment in Avenue 90 - 2 BR,sale,apartment,New Cairo,New Cairo,Avenue 90,7250000,,,EGP,95,2,2,fully_finished,False,available,active,2027-02-25,False,,True,"Avenue 90, New Cairo","Apartment for sale in Avenue 90. 95 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2027-02-25."
AVENUE-9-092-02,145 sqm apartment in Avenue 90 - 3 BR,sale,apartment,New Cairo,New Cairo,Avenue 90,9800000,,,EGP,145,3,2,finished,False,available,active,2027-03-28,False,,True,"Avenue 90, New Cairo","Apartment for sale in Avenue 90. 145 sqm, finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2027-03-28."
AVENUE-9-092-03,215 sqm townhouse in Avenue 90 - 3 BR,sale,townhouse,New Cairo,New Cairo,Avenue 90,14500000,,,EGP,215,3,3,fully_finished,False,available,active,2027-02-19,False,,True,"Avenue 90, New Cairo","Townhouse for sale in Avenue 90. 215 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2027-02-19."
CITYSTAR-093-01,75 sqm chalet in Citystars North Coast - 2 BR,sale,chalet,North Coast,North Coast,Citystars North Coast,9800000,,,EGP,75,2,2,fully_finished,True,available,active,2029-04-17,False,,True,"Citystars North Coast, North Coast","Chalet for sale in Citystars North Coast. 75 sqm, fully finished, furnished, 2 bedrooms, 2 bathrooms. Delivery: 2029-04-17."
CITYSTAR-093-02,150 sqm chalet in Citystars North Coast - 3 BR,sale,chalet,North Coast,North Coast,Citystars North Coast,10700000,,,EGP,150,3,2,fully_finished,False,available,active,2029-03-27,False,,True,"Citystars North Coast, North Coast","Chalet for sale in Citystars North Coast. 150 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2029-03-27."
CITYSTAR-093-03,215 sqm townhouse in Citystars North Coast - 3 BR,sale,townhouse,North Coast,North Coast,Citystars North Coast,31100000,,,EGP,215,3,3,finished,False,available,active,2029-06-15,False,,True,"Citystars North Coast, North Coast","Townhouse for sale in Citystars North Coast. 215 sqm, finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-06-15."
MADAAR-A-094-01,80 sqm chalet in Madaar Azha - 2 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Madaar Azha,7700000,,,EGP,80,2,2,semi_finished,False,available,active,2026-09-27,False,,True,"Madaar Azha, Ain Sokhna","Chalet for sale in Madaar Azha. 80 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2026-09-27."
MADAAR-A-094-02,135 sqm chalet in Madaar Azha - 3 BR,sale,chalet,Ain Sokhna,Ain Sokhna,Madaar Azha,13100000,,,EGP,135,3,2,fully_finished,False,available,active,2026-08-31,False,,True,"Madaar Azha, Ain Sokhna","Chalet for sale in Madaar Azha. 135 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2026-08-31."
MADAAR-A-094-03,215 sqm townhouse in Madaar Azha - 3 BR,sale,townhouse,Ain Sokhna,Ain Sokhna,Madaar Azha,19800000,,,EGP,215,3,3,fully_finished,False,available,active,2026-10-02,False,,True,"Madaar Azha, Ain Sokhna","Townhouse for sale in Madaar Azha. 215 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2026-10-02."
AZHA-NOR-095-01,75 sqm chalet in Azha North - 2 BR,sale,chalet,North Coast,North Coast,Azha North,6500000,,,EGP,75,2,2,fully_finished,False,available,active,2028-04-09,False,,True,"Azha North, North Coast","Chalet for sale in Azha North. 75 sqm, fully finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-04-09."
AZHA-NOR-095-02,150 sqm chalet in Azha North - 3 BR,sale,chalet,North Coast,North Coast,Azha North,16900000,,,EGP,150,3,2,semi_finished,False,available,active,2028-04-10,False,,True,"Azha North, North Coast","Chalet for sale in Azha North. 150 sqm, semi finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-04-10."
AZHA-NOR-095-03,210 sqm townhouse in Azha North - 3 BR,sale,townhouse,North Coast,North Coast,Azha North,17800000,,,EGP,210,3,3,fully_finished,True,available,active,2028-11-03,False,,True,"Azha North, North Coast","Townhouse for sale in Azha North. 210 sqm, fully finished, furnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-11-03."
HDP-RESI-096-01,85 sqm apartment in HDP Residence - 2 BR,sale,apartment,New Cairo,New Cairo,HDP Residence,7350000,,,EGP,85,2,2,finished,False,available,active,2028-07-18,False,,True,"HDP Residence, New Cairo","Apartment for sale in HDP Residence. 85 sqm, finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2028-07-18."
HDP-RESI-096-02,155 sqm apartment in HDP Residence - 3 BR,sale,apartment,New Cairo,New Cairo,HDP Residence,9650000,,,EGP,155,3,2,fully_finished,True,available,active,2028-07-20,False,,True,"HDP Residence, New Cairo","Apartment for sale in HDP Residence. 155 sqm, fully finished, furnished, 3 bedrooms, 2 bathrooms. Delivery: 2028-07-20."
HDP-RESI-096-03,225 sqm townhouse in HDP Residence - 3 BR,sale,townhouse,New Cairo,New Cairo,HDP Residence,13550000,,,EGP,225,3,3,semi_finished,False,available,active,2028-08-24,False,,True,"HDP Residence, New Cairo","Townhouse for sale in HDP Residence. 225 sqm, semi finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2028-08-24."
HDP-NORT-097-01,85 sqm apartment in HDP North - 2 BR,sale,apartment,New Cairo,New Cairo,HDP North,4700000,,,EGP,85,2,2,semi_finished,False,available,active,2030-05-05,False,,True,"HDP North, New Cairo","Apartment for sale in HDP North. 85 sqm, semi finished, unfurnished, 2 bedrooms, 2 bathrooms. Delivery: 2030-05-05."
HDP-NORT-097-02,135 sqm apartment in HDP North - 3 BR,sale,apartment,New Cairo,New Cairo,HDP North,11050000,,,EGP,135,3,2,fully_finished,False,available,active,2030-04-17,False,,True,"HDP North, New Cairo","Apartment for sale in HDP North. 135 sqm, fully finished, unfurnished, 3 bedrooms, 2 bathrooms. Delivery: 2030-04-17."
HDP-NORT-097-03,215 sqm townhouse in HDP North - 3 BR,sale,townhouse,New Cairo,New Cairo,HDP North,19950000,,,EGP,215,3,3,fully_finished,False,available,active,2029-11-16,False,,True,"HDP North, New Cairo","Townhouse for sale in HDP North. 215 sqm, fully finished, unfurnished, 3 bedrooms, 3 bathrooms. Delivery: 2029-11-16."
